Number,Title,Photo,Year,Artist,Region,Category,Description,image,num,RGB_1,BCT_1,PCT_1,RGB_2,BCT_2,PCT_2,RGB_3,BCT_3,PCT_3,RGB_4,BCT_4,PCT_4,RGB_5,BCT_5,PCT_5,RGB_6,BCT_6,PCT_6,pct_black,pct_white,pct_gray,pct_red,pct_green,pct_yellow,pct_blue,pct_brown,pct_orange,pct_pink,pct_purple,palette,dominant_bct
120,San Raphael (Córdoba),,1989,Terry Frost,en,Ecology & environment,https://www.goldmarkart.com/blogs/discover/terry-frost-lorca?srsltid=AfmBOoo3lvRKThWFaYWlOPDB3lK3tACsZQ1OlysBx5Yjyr1195R2bEOP,120.jpg,120,"(250, 250, 250)",white,59.8,"(239, 238, 237)",white,21.5,"(40, 39, 47)",black,8.5,"(60, 75, 129)",blue,7,"(180, 154, 171)",purple,2.6,"(244, 226, 104)",yellow,0.5,8.5,81.3,0,0,0,0.5,7,0,0,0,2.6,white 81%; black 9%; blue 7%,white
121,Man at Curtain,,1949,Francis Bacon,en,Conflict ,https://www.artchive.com/artwork/man-at-curtain-francis-bacon-1949/,121.jpg,121,"(24, 19, 17)",black,37.8,"(37, 29, 29)",black,27.1,"(56, 44, 45)",black,20,"(72, 60, 62)",black,12.1,"(113, 95, 94)",gray,2.1,"(181, 157, 148)",gray,0.9,97,0,3,0,0,0,0,0,0,0,0,black 97%,black
122,Fury,,1944,Francis Bacon,en,Conflict ,https://www.artchive.com/artwork/fury-francis-bacon-1944/,122.jpg,122,"(209, 89, 19)",orange,44.4,"(182, 83, 18)",orange,23.9,"(28, 22, 13)",black,10.1,"(93, 71, 33)",brown,9.1,"(197, 199, 168)",gray,7.6,"(141, 135, 93)",brown,4.8,10.1,0,7.6,0,0,0,0,14,68.3,0,0,orange 68%; brown 14%; black 10%; gray 8%,orange
123,Figure in a Landscape,,1945,Francis Bacon,en,Conflict ,https://www.tate.org.uk/art/artworks/bacon-figure-in-a-landscape-n05941,123.jpg,123,"(15, 12, 7)",black,29.9,"(51, 42, 32)",black,16.9,"(127, 112, 96)",brown,14.7,"(89, 77, 63)",brown,14.6,"(165, 146, 125)",gray,13.7,"(158, 164, 172)",gray,10.1,46.8,0,23.8,0,0,0,0,29.3,0,0,0,black 47%; brown 29%; gray 24%,black
124,Study for a Portrait,,1952,Francis Bacon,en,Life experiences,https://www.thepainterseye.com/post/getting-to-know-francis-bacon-through-his-portraits-and-self-portraits,124.jpg,124,"(60, 60, 61)",gray,41.1,"(94, 96, 104)",gray,20.6,"(77, 77, 82)",gray,17.7,"(112, 114, 125)",gray,13.2,"(147, 143, 147)",gray,5.6,"(192, 189, 188)",gray,1.9,0,0,100,0,0,0,0,0,0,0,0,gray 100%,gray
125,Study for a nude,,1951,Francis Bacon,en,Conflict ,https://sainsburycentre.ac.uk/art-and-objects/29-study-of-a-nude/,125.jpg,125,"(46, 47, 44)",black,31.4,"(67, 68, 64)",gray,24.4,"(21, 19, 19)",black,24.2,"(91, 94, 95)",gray,11.5,"(120, 125, 128)",gray,7.2,"(172, 173, 176)",gray,1.4,55.6,0,44.4,0,0,0,0,0,0,0,0,black 56%; gray 44%,black
126,Bottle and Fish Slice,,1949,William Scott,en,physical description,https://artuk.org/discover/stories/william-scott-abstracting-and-appreciating-the-everyday,126.jpg,126,"(149, 80, 43)",brown,28.7,"(167, 93, 52)",brown,18.8,"(142, 129, 88)",brown,18.6,"(129, 70, 38)",brown,16.8,"(51, 43, 34)",black,14.9,"(192, 180, 161)",gray,2.2,14.9,0,2.2,0,0,0,0,82.9,0,0,0,brown 83%; black 15%,brown
127,Cornish Harbour,,1951,William Scott,en,Ecology & environment,https://artuk.org/discover/stories/william-scott-abstracting-and-appreciating-the-everyday,127.jpg,127,"(238, 232, 215)",white,26.4,"(222, 217, 199)",white,17.9,"(167, 167, 153)",gray,17.3,"(19, 25, 26)",black,15.5,"(123, 123, 108)",gray,12.5,"(102, 102, 88)",gray,10.4,15.5,44.3,40.2,0,0,0,0,0,0,0,0,white 44%; gray 40%; black 16%,white
128,Five Pears,,1976,William Scott,en,Food & drink,https://artuk.org/discover/stories/william-scott-abstracting-and-appreciating-the-everyday,128.jpg,128,"(241, 240, 216)",white,39.9,"(248, 250, 245)",white,30.8,"(230, 228, 205)",white,18,"(111, 112, 20)",green,6.4,"(34, 54, 74)",black,3.3,"(111, 127, 151)",purple,1.5,3.3,88.7,0,0,6.4,0,0,0,0,0,1.5,white 89%; green 6%; black 3%,white
129,Berlin Blues 6,,1966,William Scott,en,Colour co-occurrence,https://www.sothebys.com/en/articles/great-scott-the-art-of-william-scott,129.jpg,129,"(3, 80, 156)",blue,43.3,"(203, 218, 225)",white,23.9,"(219, 229, 234)",white,17.2,"(191, 207, 215)",white,13,"(131, 177, 217)",blue,1.4,"(66, 124, 176)",blue,1.1,0,54.1,0,0,0,0,45.9,0,0,0,0,white 54%; blue 46%,white
130,"White, Sand and Ochre",,1961,William Scott,en,physical description,https://artuk.org/discover/stories/william-scott-abstracting-and-appreciating-the-everyday,130.jpg,130,"(229, 227, 227)",white,41.9,"(220, 214, 207)",white,28.1,"(186, 158, 99)",yellow,13.3,"(167, 118, 58)",orange,8.4,"(202, 186, 160)",gray,6.7,"(116, 102, 101)",gray,1.6,0,70.1,8.2,0,0,13.3,0,0,8.4,0,0,white 70%; yellow 13%; orange 8%; gray 8%,white
